ID,comp1,GroupContrib,mz,RT,Corr_ID,SpectrumID,Compound_Name,Adduct,adduct,NPC#pathway,NPC#superclass,NPC#class,EffectSize,LowerLimitCI,UpperLimitCI
21407,1.4303495454735498,3XTG,386.3415747655388,7.2797484,NA,CCMSLIB00012717754,candidate 2-phenethylamine-c18:1 (delta mass:264.245),M+H,[M + H]+,Fatty acids,Fatty amides,N-acyl amines,0.32432432432432423,0.07307727682060597,0.5368621774068574
2930,1.420399384602053,3XTG,166.0860710146854,0.9557873,NA,CCMSLIB00005883790,phenylalanine,M+H,[M + H]+,Alkaloids,Small peptides,Aminoacids,0.3386327503974563,0.07376180735575491,0.5588770846861371
15587,1.41654930204963,B6,496.33948317373824,5.158853,19,CCMSLIB00010090781,pc(0:0/16:0); [m+h]+ c24h51n1o7p1,M+H,[M + H]+,Fatty acids,Glycerophospholipids,Glycerophosphocholines,-0.3179650238473768,-0.5381229676359253,-0.05719105578918542
1440,1.4138967563310048,B6,153.04052041379128,0.42989445,NA,CCMSLIB00005883743,xanthine,M+H,[M + H]+,Alkaloids,Pseudoalkaloids,pteridine alkaloids,-0.43720190779014306,-0.6448566974044312,-0.16943884309850438
15827,1.4066989359545983,B6,480.30830554258495,5.2027836,NA,CCMSLIB00010088759,pe(18:1/0:0); [m+h]+ c23h47n1o7p1,M+H,[M + H]+,Fatty acids,Glycerophospholipids,Glycerophosphoethanolamines,-0.2909379968203497,-0.513293586969908,-0.031979157811306634
2922,1.3887428749374462,3XTG,267.1333145571424,0.9722118,NA,CCMSLIB00003135017,thr-phe,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.3616852146263911,0.0915626825225187,0.5822281408718415
16702,1.3877978844678138,B6,339.2890972008365,5.432787,NA,CCMSLIB00003138932,monoelaidin,M+H-H2O,[M + H]+,Fatty acids,Fatty Acids and Conjugates,Fatty alcohols,-0.16534181240063583,-0.3027529037676244,-0.021196733443866612
7533,1.3738754463991603,3XTG,225.11154740408816,2.5892534,44,CCMSLIB00000854202,"ncgc00380966-01_c12h16o4_6h-2-benzopyran-6-one, 1,7,8,8a-tetrahydro-7,8-dihydroxy-3,5,7-trimethyl-, (7s,8s,8as)-",M+H,[M - H2O + H]+,Polyketides,Cyclic polyketides,2-pyrone derivatives,0.25437201907790147,-0.021252260379714817,0.4940613553824432
1316,1.3687248311802067,B6,505.1778063116834,0.41976315,NA,CCMSLIB00006121531,33517,Unknown,[M + H]+,Carbohydrates,Nucleosides,Purine nucleos(t)ides,-0.2988871224165342,-0.522109090225596,-0.037341984419967146
1783,1.3644908998884118,3XTG,233.1491851366905,0.5314414,NA,CCMSLIB00003137895,thr-leu,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.3434022257551668,0.07357567534203961,0.5663821716280674
9888,1.3639536050932621,3XTG,255.0647993761158,3.0924437,NA,CCMSLIB00005768446,massbank:na002891 daidzein|7-hydroxy-3-(4-hydroxyphenyl)chromen-4-one,M+H,[M + H]+,Shikimates and Phenylpropanoids,Isoflavonoids,Isoflavones,0.16216216216216206,-0.004268740476355138,0.319851501192365
10604,1.3616293216850308,B6,595.3439823901351,3.2536917,NA,CCMSLIB00001059689,stercobilin,M+H,[M + H]+,Amino acids and Peptides,Histidine alkaloids,Imidazole alkaloids,-0.323529411764706,-0.5531997987151843,-0.04815053478648335
1781,1.3606972370947008,3XTG,246.1444487298626,0.52539957,NA,CCMSLIB00003139471,asn-ile,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.2893481717011129,0.01797585803486428,0.5210148023253672
12969,1.3561422218657457,3XTG,839.5619217266568,3.998388,111,CCMSLIB00003136382,cholic acid,2M+Na,[M + Na]+,Terpenoids,Steroids,Cholestane steroids,0.287758346581876,0.010728761218062441,0.5237633997906488
860,1.3149235084539677,3XTG,189.1231522007804,0.28668436,NA,CCMSLIB00010105855,2-(2-aminopropanoylamino)pentanoic acid collisionenergy:102040,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.32114467408585057,0.04430824452520712,0.5521774653659711
3400,1.313170116451732,3XTG,281.11266559144667,1.2220331,NA,CCMSLIB00003136757,.alpha.-asp-phe,M+H,[M + H]+,Amino acids and Peptides,Small peptides,Dipeptides,0.3322734499205089,0.07421564599040295,0.5486242396308942
17588,1.2991366541170861,3XTG,297.24190993107476,5.7765117,NA,CCMSLIB00003137581,9(10)-epome,M+H,[M + H]+,Fatty acids,Octadecanoids,Other Octadecanoids,0.2480127186009539,-0.02821228204956633,0.4890478416142644
