Feature ID	Taxon	Confidence
G000009925	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H; s__Bacteroides_H fragilis	1.0
G000425905	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus psittaci	1.0
G000164695	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__Rothia dentocariosa	1.0
G001705565	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales_616009; f__Xanthomonadaceae_616009; g__Xanthomonas_A_614439; s__Xanthomonas_A_614439 fragariae_614230	1.0
G900542265	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__CAG-1427; s__CAG-1427 sp900542265	1.0
G902143515	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Hathewaya; s__Hathewaya massiliensis	1.0
G010499255	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_595422; f__Burkholderiaceae_A_595422; g__NBD-18; s__NBD-18 sp003507735	1.0
G900141665	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Weeksellaceae; g__Cruoricaptor; s__Cruoricaptor ignavus	1.0
G000284295	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Micromonosporaceae; g__Actinoplanes; s__Actinoplanes missouriensis	1.0
G000711295	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfohalovibrio; s__Desulfohalovibrio reitneri	1.0
G001499655	d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales_778124; f__Parachlamydiaceae; g__Protochlamydia; s__Protochlamydia naegleriophila	1.0
G000368565	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_660879; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter gerneri	1.0
G000007265	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus agalactiae	1.0
G900111925	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Cellulomonadaceae; g__Cellulomonas; s__Cellulomonas marina	1.0
G000185465	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Fructilactobacillus; s__Fructilactobacillus fructivorans	1.0
G001318405	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus_E; s__Enterococcus_E cecorum	1.0
G003479825	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Coprobacteraceae; g__Coprobacter; s__Coprobacter fastidiosus	1.0
G001578885	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus sp001578885	1.0
G008698165	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Bifidobacteriaceae; g__Galliscardovia_388776; s__Galliscardovia tissieri	1.0
G002841695	d__Bacteria; p__Elusimicrobiota; c__Endomicrobia; o__PHAN01; f__PHAN01; g__PHAN01; s__PHAN01 sp002841695	1.0
G003945225	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Mobilitalea; s__Mobilitalea hemicellulosilytica_A	1.0
G900110695	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_D_310495; f__Amphibacillaceae; g__Lentibacillus_B_287661; s__Lentibacillus_B_287661 litoralis	1.0
G003987565	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Vagococcaceae; g__Vagococcus_D; s__Vagococcus_D fessus	1.0
G000015865	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Acetivibrionales; f__Acetivibrionaceae; g__Hungateiclostridium; s__Hungateiclostridium thermocellum	1.0
G001630765	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Dietzia; s__Dietzia cinnamea	1.0
G009268105	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Acholeplasmatales; f__Acholeplasmataceae; g__Phytoplasma; s__Phytoplasma sacchari	1.0
G013007595	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus hyovaginalis	1.0
G000010425	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium_388775; s__Bifidobacterium adolescentis	1.0
G000685355	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium_A_383312; s__Microbacterium_A_383312 sp000685355	1.0
G000786645	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_D_310495; f__Halobacillaceae; g__Halobacillus_A_288294; s__Halobacillus_A_288294 halophilus_288262	1.0
G001436115	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lacticaseibacillus; s__Lacticaseibacillus brantae	1.0
G001428255	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Agromyces_B_382064; s__Agromyces_B_382064 sp001428255	1.0
G000271445	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactiplantibacillus; s__Lactiplantibacillus plantarum_A_342131	1.0
G011759375	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Paraflavitalea; s__Paraflavitalea devenefica	1.0
G002159625	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Thermophilibacter; s__Thermophilibacter avicola	1.0
G003864995	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Sulfuricellaceae_A; g__Sulfurirhabdus; s__Sulfurirhabdus autotrophica	1.0
G003435925	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Acetatifactor; s__Acetatifactor sp900066565	1.0
G000715495	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Hymenobacteraceae; g__Hymenobacter_910554; s__Hymenobacter sp000715495	1.0
G000403475	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__MD308; s__MD308 sp000403475	1.0
G000155775	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Alteromonadaceae_665222; g__Glaciecola; s__Glaciecola sp000155775	1.0
G000008805	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Neisseriaceae_563222; g__Neisseria_563205; s__Neisseria meningitidis	1.0
G000145275	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_K; s__Clostridium_K cellulovorans	1.0
G001311255	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lacticaseibacillus; s__Lacticaseibacillus nasuensis	1.0
G004551905	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae_777934; o__RFP12; f__UBA1067; g__UBA1067; s__UBA1067 sp004551905	1.0
G001567185	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_900466; g__ELB16-189; s__ELB16-189 sp001567185	1.0
G003671195	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Pirellula_B_754616; s__Pirellula_B_754616 sp003671195	1.0
G000747315	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium mucifaciens	1.0
G002321395	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__RFN20; f__CAG-826; g__Enteromonas; s__Enteromonas sp002321395	1.0
G000169355	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Flavobacteriaceae; g__Flavobacterium; s__Flavobacterium sp000169355	1.0
G000772535	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Pasteurellaceae; g__Chelonobacter_732846; s__Chelonobacter oris	1.0
G007845135	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Nanosyncoccaceae; g__Nanosyncoccus; s__Nanosyncoccus sp007845165	1.0
G900188325	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_900752; g__Ekhidna; s__Ekhidna lutea	1.0
G000244975	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Pseudonocardiaceae; g__Saccharomonospora; s__Saccharomonospora cyanea	1.0
G000309585	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lacticaseibacillus; s__Lacticaseibacillus paracasei	1.0
G000800395	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus_B; s__Deinococcus_B radiopugnans	1.0
G009692465	d__Bacteria; p__Myxococcota_A_473307; c__UBA9042; o__UBA9042; f__UBA9042; g__SXRM01; s__SXRM01 sp009692465	1.0
G000612485	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_595422; f__Burkholderiaceae_A_595422; g__Bordetella_A_593886; s__Bordetella_A_593886 holmesii	1.0
G001421505	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas_L_486704; s__Sphingomonas_L_486704 sp001421505	1.0
G000153725	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Salipiger_489082; s__Salipiger bermudensis	1.0
G002014855	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_660879; f__Moraxellaceae; g__Moraxella_C_651924; s__Moraxella_C_651924 porci	1.0
G000758925	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Prevotella; s__Prevotella sp000758925	1.0
G003260345	d__Bacteria; p__Patescibacteria; c__JAEDAM01; o__BD1-5; f__UBA2023; g__GN02-873; s__GN02-873 sp003260345	1.0
G900115085	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales_613067; f__Rhodanobacteraceae_613067; g__Dokdonella_A; s__Dokdonella_A immobilis	1.0
G000364845	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_637066; f__Oleiphilaceae_637066; g__Marinobacter_A_636597; s__Marinobacter_A_636597 nanhaiticus	1.0
G004341245	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Competibacterales; f__Competibacteraceae; g__Plasticicumulans_A; s__Plasticicumulans_A lactativorans	1.0
G000961595	d__Bacteria; p__Firmicutes_B_370525; c__Desulfotomaculia_370525; o__Desulfotomaculales_370525; f__Desulfocucumaceae; g__Desulfocucumis; s__Desulfocucumis sp000961595	1.0
G003584015	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Alteraurantiacibacter; s__Alteraurantiacibacter xanthus	1.0
G001556185	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas_L_486704; s__Sphingomonas_L_486704 sp001556185	1.0
G900142505	d__Bacteria; p__Fibrobacterota; c__Fibrobacteria; o__Fibrobacterales; f__Fibrobacteraceae; g__Fibrobacter; s__Fibrobacter sp900142465	1.0
G000055945	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Lawsonia; s__Lawsonia intracellularis	1.0
G009428905	d__Bacteria; p__Firmicutes_B_370525; c__Desulfotomaculia_370525; o__Desulfotomaculales_370525; f__Desulfovirgulaceae_370449; g__Desulfofundulus_A; s__Desulfofundulus_A thermobenzoicus	1.0
G900604935	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Abiotrophia; s__Abiotrophia massiliensis	1.0
G000224785	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_D_310495; f__Amphibacillaceae; g__Lentibacillus_B_287661; s__Lentibacillus_B_287661 jeotgali	1.0
G000771745	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Thermaceae_405955; g__Thermus_A; s__Thermus_A filiformis	1.0
G009777895	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__WRKY01; s__WRKY01 sp009777895	1.0
G900102835	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__Sphingobacterium mizutaii	1.0
G003173715	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Beijerinckiaceae; g__Methylobacterium; s__Methylobacterium durans	1.0
G001436395	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Secundilactobacillus; s__Secundilactobacillus malefermentans	1.0
G001483865	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Roseateles; s__Roseateles depolymerans	1.0
G000162015	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii_C_71351	1.0
G002009735	d__Bacteria; p__Spirochaetota; c__Leptospirae; o__Leptospirales; f__Leptonemataceae; g__Leptonema; s__Leptonema illini	1.0
G001458475	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Neisseriaceae_563222; g__Kingella_B_563197; s__Kingella kingae	1.0
G003481445	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Butyribacter; s__Butyribacter sp003529475	1.0
G005882295	d__Bacteria; p__CSP1-3; c__CSP1-3; o__CSP1-3; f__13-1-40CM-64-14; g__NP-4; s__NP-4 sp005882295	1.0
G000520815	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae_367444; g__Paenibacillus_J_366884; s__Paenibacillus_J_366884 maysiensis	1.0
G001310955	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinifilaceae; g__Marinifilum; s__Marinifilum fragile	1.0
G900604345	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Christensenellales; f__MARSEILLE-P3954; g__MARSEILLE-P3954; s__MARSEILLE-P3954 sp900604345	1.0
G000214035	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597432; f__Rhodocyclaceae; g__Methyloversatilis; s__Methyloversatilis universalis	1.0
G000014125	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_H; s__Clostridium_H novyi	1.0
G000308835	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Nocardia; s__Nocardia vinacea	1.0
G000745545	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Caulobacter_487784; s__Caulobacter henricii_C	1.0
G000508625	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Varibaculum; s__Varibaculum cambriense_A	1.0
G900099715	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Saccharofermentanales; f__Saccharofermentanaceae; g__Saccharofermentans; s__Saccharofermentans sp900099715	1.0
G000016285	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_500472; f__Rhizobiaceae_A_500472; g__Allorhizobium; s__Allorhizobium vitis_A	1.0
G900113665	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomicrobium; s__Planctomicrobium piriforme	1.0
G005883765	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__UTBCD1; s__UTBCD1 sp005883765	1.0
G000243255	d__Archaea; p__Halobacteriota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanomicrobiaceae; g__Methanoplanus; s__Methanoplanus limicola	1.0
G001688705	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Acutalibacter; s__Acutalibacter muris	1.0
G001761345	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas_L_486704; s__Sphingomonas_L_486704 aquatilis	1.0
G001261775	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Anaeromassilibacillus; s__Anaeromassilibacillus senegalensis	1.0
G900105655	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_D_641492; s__Pseudomonas_D_641492 salegens	1.0
G001465835	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_A; f__Planococcaceae; g__Planococcus; s__Planococcus kocurii	1.0
G000152705	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Dermatophilaceae_390796; g__Knoellia_390429; s__Knoellia sp000152705	1.0
G900107615	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae_42771; g__Selenomonas_A; s__Selenomonas_A ruminantium_B	1.0
G001553215	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas_A_859423; s__Porphyromonas_A_859423 pasteri	1.0
G011959105	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Acetatifactor; s__Acetatifactor sp011959105	1.0
G900113595	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eisenbergiella; s__Eisenbergiella tayi	1.0
G000317515	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Coleofasciculaceae_23681; g__PCC7113; s__PCC7113 sp000317515	1.0
G000763765	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__Rothia aeria	1.0
G000238215	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Tannerella; s__Tannerella forsythia	1.0
G003843835	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Tibeticola; s__Tibeticola sediminis	1.0
G000376645	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Pasteurellaceae; g__Mannheimia; s__Mannheimia haemolytica	1.0
G000744375	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Carnobacterium_A_320617; s__Carnobacterium_A_320617 gallinarum	1.0
G002861585	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__AMD01; g__GCA-2861585; s__GCA-2861585 sp002861585	1.0
G902757225	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__CAG-791; s__CAG-791 sp900320025	1.0
G003542575	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__UBA932; g__Bact-08; s__Bact-08 sp003542575	1.0
G900112345	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides_A_392796; s__Nocardioides_A_392796 terrae	1.0
G900113975	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Weeksellaceae; g__Chryseobacterium_796614; s__Chryseobacterium indologenes_A_795998	1.0
G002197845	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Fimbriiglobus; s__Fimbriiglobus ruber	1.0
G000007785	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus_H_360604; s__Enterococcus_H_360604 faecalis	1.0
G009664835	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Pseudonocardiaceae; g__Allosaccharopolyspora; s__Allosaccharopolyspora coralli	1.0
G000744285	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Carnobacterium_A_320743; s__Carnobacterium_A_320743 pleistocenium	1.0
G006740705	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_H; f__Marinococcaceae; g__Salicibibacter; s__Salicibibacter halophilus	1.0
G000239815	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Xanthobacteraceae_503485; g__Bradyrhizobium; s__Bradyrhizobium sp000239815	1.0
G002835735	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_302584; f__DSM-18226_301387; g__Cytobacillus_298193; s__Cytobacillus horneckiae	1.0
G002050235	d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UTPRO1; f__UTPRO1; g__UTPRO1; s__UTPRO1 sp002050235	1.0
G902769085	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Nanosyncoccaceae; g__Nanosyncoccus; s__Nanosyncoccus sp902761145	1.0
G000146345	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Tissierellales; f__Peptoniphilaceae; g__Peptoniphilus_B_226777; s__Peptoniphilus_B_226777 duerdenii	1.0
G000758165	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__DSM-27196; f__Salinispiraceae; g__Spirochaeta_D; s__Spirochaeta_D lutea	1.0
G000197735	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Glutamicibacter; s__Glutamicibacter arilaitensis	1.0
G001262055	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Pauljensenia; s__Pauljensenia meyeri	1.0
G000021385	d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Cupidesulfovibrio; s__Cupidesulfovibrio vulgaris_A	1.0
G000297495	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Dermatophilaceae_390796; g__Janibacter_A_390549; s__Janibacter_A_390549 hoylei	1.0
G007845195	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Nanosyncoccaceae; g__Nanosyncoccus; s__Nanosyncoccus sp007845165	1.0
G002413425	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA1547; g__UBA1547; s__UBA1547 sp002413425	1.0
G000585355	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Prevotella; s__Prevotella oryzae	1.0
G900115755	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Parafilimonas; s__Parafilimonas terrae	1.0
G902785485	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__CAG-272; g__RUG13077; s__RUG13077 sp902785485	1.0
G000736415	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter_B; s__Campylobacter_B iguaniorum	1.0
G001486445	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__RUG013; s__RUG013 sp001486445	1.0
G000723505	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Mucinivorans; s__Mucinivorans hirudinis	1.0
G000156655	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemanella; s__Holdemanella biformis	1.0
G900099745	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_H; f__Marinococcaceae; g__Alteribacillus_A_360844; s__Alteribacillus_A_360844 bidgolensis	1.0
G002376755	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__UBA1402; g__UBA1402; s__UBA1402 sp002305085	1.0
G011958165	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Anaerotignaceae; g__; s__	1.0
G000939975	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_D_641338; s__Pseudomonas_D saudimassiliensis	1.0
G003574215	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597432; f__Rhodocyclaceae; g__Hydrogenophilus; s__Hydrogenophilus thermoluteolus	1.0
G001941945	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Roseomonas_A_507160; s__Roseomonas_A_507160 gilardii_507155	1.0
G000826085	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Propionibacteriaceae; g__Nigerium; s__Nigerium massiliense	1.0
G009778455	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Christensenellales; f__Borkfalkiaceae; g__; s__	1.0
G900106985	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_966727; g__Sediminibacterium; s__Sediminibacterium magnilacihabitans	1.0
G000450985	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Clostridium_AQ; s__Clostridium_AQ innocuum	1.0
G000092045	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_501058; f__Rhizobiaceae_A_501058; g__Rhizobium_A_501058; s__Rhizobium_A_501058 etli	1.0
G000010305	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__Gemmatimonas aurantiaca	1.0
G001591625	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_306089; f__Bacillaceae_H_294103; g__Metabacillus_B_289979; s__	1.0
G000423085	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Propionibacteriaceae; g__Granulicoccus; s__Granulicoccus phenolivorans	1.0
G000372285	d__Bacteria; p__Poribacteria; c__WGA-4E; o__WGA-4E; f__WGA-3G; g__; s__	1.0
G003433295	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__Hornefia; s__Hornefia minuta	1.0
